DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,RESIDENCE:Residence,EDUCATION_LEVEL:Education Level,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,SERIES_FOOTNOTE:Series footnote,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOWC_FLAG_A:SOWC flag A,OBS_FOOTNOTE:Observation footnote,OBS_STATUS:Observation Status,DATA_SOURCE:Data Source,OBS_CONF:Observation confidentaility,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,FREQ_COLL:Time interval at which the source data are collected
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,72.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_UNMPLY: Labour force unemployment rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,3.7,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,2.5,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,3.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,3.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,3.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,4.1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_MTNTY_LV_BNFTS: Maternity leave benefits,F: Female,_T: Total,_T: Total,_T: Total,2021,No,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_PTNTY_LV_BNFTS: Paternity leave benefits,M: Male,_T: Total,_T: Total,_T: Total,2021,No,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_LF_PTCPN: Labour force participation rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,73.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,48.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,50.4,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,88.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,87.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,84.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,49.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_UNMPLY: Labour force unemployment rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,2.4,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,4.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,6.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,1.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,1.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,0.7,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,6.1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_MTNTY_LV_BNFTS: Maternity leave benefits,F: Female,_T: Total,_T: Total,_T: Total,2021,Yes,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_PTNTY_LV_BNFTS: Paternity leave benefits,M: Male,_T: Total,_T: Total,_T: Total,2021,Yes,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_IDX: Social Institutions and Gender Index (SIGI),_T: Total,_T: Total,_T: Total,_T: Total,2019,26.2,,,PCNT: %,,,A: Normal value,Organisation for Economic Co-operation and Development (OECD),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,74.7,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_LF_PTCPN: Labour force participation rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,78.1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,69.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,80.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,79.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,82.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,76.5,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,1.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_UNMPLY: Labour force unemployment rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,0.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,1.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,0.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,0.7,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,0.4,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LAO: Lao People's Democratic Republic,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,0.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_MTNTY_LV_BNFTS: Maternity leave benefits,F: Female,_T: Total,_T: Total,_T: Total,2021,No,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_PTNTY_LV_BNFTS: Paternity leave benefits,M: Male,_T: Total,_T: Total,_T: Total,2021,No,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_IDX: Social Institutions and Gender Index (SIGI),_T: Total,_T: Total,_T: Total,_T: Total,2019,56.2,,,PCNT: %,,,A: Normal value,Organisation for Economic Co-operation and Development (OECD),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,72.1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_LF_PTCPN: Labour force participation rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,47.5,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,74.5,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,22,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,68.1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,23.1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,23.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,4.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_UNMPLY: Labour force unemployment rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,5.7,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,7.4,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,3.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,9.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBN: Lebanon,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,11,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_PTNTY_LV_BNFTS: Paternity leave benefits,M: Male,_T: Total,_T: Total,_T: Total,2021,No,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_MTNTY_LV_BNFTS: Maternity leave benefits,F: Female,_T: Total,_T: Total,_T: Total,2021,Yes,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_IDX: Social Institutions and Gender Index (SIGI),_T: Total,_T: Total,_T: Total,_T: Total,2019,47.5,,,PCNT: %,,,A: Normal value,Organisation for Economic Co-operation and Development (OECD),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,82.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_LF_PTCPN: Labour force participation rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,76.1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,80.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,63.4,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,88.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,73,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,72,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,0.5,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_UNMPLY: Labour force unemployment rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,2.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,3.5,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,3.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,6.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBR: Liberia,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,2.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_PTNTY_LV_BNFTS: Paternity leave benefits,M: Male,_T: Total,_T: Total,_T: Total,2021,No,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_MTNTY_LV_BNFTS: Maternity leave benefits,F: Female,_T: Total,_T: Total,_T: Total,2021,Yes,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_LF_PTCPN: Labour force participation rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,49.7,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,67.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,61.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,32.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,34,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,65.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,35,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_UNMPLY: Labour force unemployment rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,18.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,16.4,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,13.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,23.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,24.1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,LBY: Libya,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,15.4,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
